Issue_Key,Issue_Type,Reporter,Summary,Category,Problem_Category,Impact,Urgency,Priority,Close_Code,Status,Assigned_To,Parent_Incident,Description_(Workaround),Date_Created,Resolution_time_(in sec),Date_Resolved,Resolution
INC-0532916,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 314.00 too high >=20 for 2 collection intervals for IALPMSVSCL20FI1\PRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2023-09-19 00:07,183,2023-09-19 00:10,Done
INC-0532939,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check Compatibility of client and server. Update client or server if necessary. Check firewall settings. Reconfigure network configurations if necessary.,2023-09-19 00:48,189,2023-09-19 00:51,Done
INC-0532945,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_event_case_AperioIA101_PROD, Job id = CCCCAF1C-CFE6-423A-BB97-38DBE5D9D00F, run date = 20210919, runtime = 10001 ",Hardware,Job Failure,Minor / Localized,Low,Low,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2023-09-19 01:13,13255,2023-09-19 04:53,Done
INC-0532954,[System] Incident,IA SRS Integration,ALERT-3278: filegroup space % used 10.68 % for filegroup LOG_GROUP in database tempdb too high >=10 % for IALPMSPLREC01. [Policy: ALERTMON-ALERT-3278-ARM],Hardware,High Disk Usage,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,John Renoa Rimoa,No Parent Incident,Check primary data file and log data file size.,2023-09-19 02:01,33029,2023-09-19 11:11,Done
INC-0532996,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Work Around),Closed,Juan Adamson Loano,No Parent Incident,Check blocking process and ask permission to kill,2023-09-19 07:06,94697,2023-09-20 09:24,Done
INC-0533183,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 321.00 too high >=20 for 2 collection intervals for IALPMSVSCL20FI1\PRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2023-09-20 00:05,217,2023-09-20 00:08,Done
INC-0533184,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_engmt_history_AperioIA101_TR_PROD, Job id = A80890F2-E28D-494F-B682-157637AE9B54, run date = 20210920, runtime = ",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2023-09-20 00:06,7869,2023-09-20 02:17,Done
INC-0533226,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-20 04:00,1663,2023-09-20 04:27,Done
INC-0533497,[System] Incident,IA SRS Integration,ALERT-3233: Database CAV_OLD has not been backed up for 876000.00 hours >=168 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Significant / Large,Low,Medium,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Run database backup job or script,2023-09-20 11:23,1208,2023-09-20 11:43,Done
INC-0533601,[System] Incident,IA SRS Integration,ALERT-3233: Database CAV_OLD has not been backed up for 876000.00 hours >=168 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Run database backup job or script,2023-09-20 13:29,22774,2023-09-20 19:48,Done
INC-0533834,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 27.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Work Around),Closed,Aaron Gomer Lavian,No Parent Incident,Check blocking process and ask permission to kill,2023-09-20 21:06,52825,2023-09-21 11:46,Done
INC-0533851,[System] Incident,IA SRS Integration,ALERT11-03: Unable to connect to one or more databases (IALPMSPLSQL02\EBI_PP) configured in file local.cfg located in ALERT directory.,Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Aaron Gomer Lavian,No Parent Incident,No action taken. For monitoring.,2023-09-20 22:27,9263,2023-09-21 01:01,Done
INC-0533862,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = UserDB.Integrity_Checks_-_UserDB_-_Mon, Job id = 7B024EE4-C000-4C65-B065-08BAC448B649, run date = 20210920, runtime = 1800",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Rerun Job,2023-09-20 23:07,8959,2023-09-21 01:36,Done
INC-0533908,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-21 04:22,607,2023-09-21 04:32,Done
INC-0534486,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = AdHoc_Backup.Subplan_1, Job id = E0974C01-EB34-44CA-BDD0-F303593F7551, run date = 20210921, runtime = 193600 for IALPMSPLR",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Rerun Job,2023-09-21 20:00,483,2023-09-21 20:08,Done
INC-0534514,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Check blocking process and ask permission to kill,2023-09-21 22:21,34709,2023-09-22 07:59,Done
INC-0534573,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Increase disk space by 20% from original size,2023-09-22 04:25,672,2023-09-22 04:36,Done
INC-0534813,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Work Around),Closed,Anjenett Granada,No Parent Incident,Check blocking process and ask permission to kill,2023-09-22 11:21,82398,2023-09-23 10:14,Done
INC-0535189,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'G:' SQLBACKUP LOWER THAN THRESHOLD 10.0% (66559.80 MB),Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-22 23:25,4239,2023-09-23 00:35,Done
INC-0535217,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database AperioIA101_PROD_TRAIN for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2023-09-23 00:51,1688,2023-09-23 01:19,Done
INC-0535218,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database CBSTellerSupport_PROD for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2023-09-23 00:51,1716,2023-09-23 01:19,Done
INC-0535219,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database ABTtoCBSTellerLogs for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2023-09-23 00:51,1715,2023-09-23 01:19,Done
INC-0535220,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database AperioIA101_TR_PROD for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2023-09-23 00:51,1681,2023-09-23 01:19,Done
INC-0535221,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database CBSTellerImg_PROD for IALPMSVSSQL54\CARD2008. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2023-09-23 00:51,1679,2023-09-23 01:18,Done
INC-0535268,[System] Incident,IA SRS Integration,"spid77      Error: 1101, Severity: 17, State: 10.    Could not allocate a new page for database 'TEMPDB' because of insufficient disk space in filegroup 'DEFAUL",Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check disk space and Increase disk space by 20% from original size,2023-09-23 04:20,4916,2023-09-23 05:41,Done
INC-0535269,[System] Incident,IA SRS Integration,"MSSQL Error: 17053. spid77      Error: 17053, Severity: 16, State: 1.    G:\Microsoft SQL Server\MSSQL11.PROD\MSSQL\Data\tempdb.mdf: Operating system error 112(",Hardware,Operating System Error,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check database status and ldf location. Restart database.,2023-09-23 04:20,4943,2023-09-23 05:42,Done
INC-0535277,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-23 05:27,937,2023-09-23 05:42,Done
INC-0535600,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Juan Adamson Loano,No Parent Incident,Check blocking process and ask permission to kill,2023-09-23 12:44,71325,2023-09-24 08:32,Done
INC-0535887,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'G:' SQLBACKUP LOWER THAN THRESHOLD 10.0% (66559.80 MB),Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-23 23:25,4258,2023-09-24 00:35,Done
INC-0535916,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Adhoc_Restore, Job id = F22BAEBA-61EB-44D7-9D9F-A4234A3933B7, run date = 20210924, runtime = 4100 for IALPMSELREC01> [Poli",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2023-09-24 00:55,5144,2023-09-24 02:20,Done
INC-0535961,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-24 04:18,434,2023-09-24 04:25,Done
INC-0535962,[System] Incident,IA SRS Integration,"spid55      Error: 1101, Severity: 17, State: 10.    Could not allocate a new page for database 'TEMPDB' because of insufficient disk space in filegroup 'DEFAUL",Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check disk space and Increase disk space by 20% from original size,2023-09-24 04:18,431,2023-09-24 04:25,Done
INC-0535963,[System] Incident,IA SRS Integration,"MSSQL Error: 17053. spid55      Error: 17053, Severity: 16, State: 1.    G:\Microsoft SQL Server\MSSQL11.PROD\MSSQL\Data\tempdb.mdf: Operating system error 112(",Hardware,Operating System Error,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check database status and ldf location. Restart database.,2023-09-24 04:18,399,2023-09-24 04:24,Done
INC-0536313,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Check blocking process and ask permission to kill,2023-09-24 14:40,149411,2023-09-26 08:10,Done
INC-0536329,[System] Incident,IA SRS Integration,test_TT,Hardware,Test Alert,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-24 15:10,289,2023-09-24 15:14,Done
INC-0536330,[System] Incident,IA SRS Integration,test_TT,Hardware,Test Alert,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-24 15:11,259,2023-09-24 15:15,Done
INC-0536331,[System] Incident,IA SRS Integration,test_TT,Hardware,Test Alert,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-24 15:11,256,2023-09-24 15:15,Done
INC-0536332,[System] Incident,IA SRS Integration,test_TT,Hardware,Test Alert,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-24 15:11,256,2023-09-24 15:15,Done
INC-0536541,[System] Incident,IA SRS Integration,"Logon       Error: 17835, Severity: 20, State: 1.     Encryption is required to connect to this server but the client library does not support encryption; the c",Hardware,Encryption Issue,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Aaron Gomer Lavian,No Parent Incident,No action taken. For monitoring.,2023-09-24 22:41,19598,2023-09-25 04:07,Done
INC-0536542,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Aaron Gomer Lavian,No Parent Incident,No action taken. For monitoring.,2023-09-24 22:50,18868,2023-09-25 04:04,Done
INC-0536547,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'G:' SQLBACKUP LOWER THAN THRESHOLD 10.0% (66559.80 MB),Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-24 23:19,4566,2023-09-25 00:35,Done
INC-0536556,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_engmt_history_AperioIA101_TR_PROD, Job id = A80890F2-E28D-494F-B682-157637AE9B54, run date = 20210925, runtime = ",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Rerun Job,2023-09-25 00:08,13869,2023-09-25 03:59,Done
INC-0536625,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Increase disk space by 20% from original size,2023-09-25 04:24,464,2023-09-25 04:31,Done
INC-0536626,[System] Incident,IA SRS Integration,"MSSQL Error: 17053. spid64      Error: 17053, Severity: 16, State: 1.    G:\Microsoft SQL Server\MSSQL11.PROD\MSSQL\Data\tempdb.mdf: Operating system error 112(",Hardware,Operating System Error,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Check database status and ldf location. Restart database.,2023-09-25 04:24,462,2023-09-25 04:31,Done
INC-0536741,[System] Incident,IA SRS Integration,"Logon       Error: 17836, Severity: 20, State: 17.     Length specified in network packet payload did not match number of bytes read; the connection has been cl",Hardware,Connection Issue,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Update necessary  server drivers. Ensure Network is stable. Check firewalls settings. Monitor network usage. Resend data,2023-09-25 19:38,5910,2023-09-25 21:16,Done
INC-0536762,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 47.00 too high >=20 for 2 collection intervals for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2023-09-25 21:47,244,2023-09-25 21:51,Done
INC-0536786,[System] Incident,IA SRS Integration,MSSQL Error: IALPMSVSSQL52\TRAINING:ERRORLOG: 2021-09-26 00:00:23.56 spid54      DBCC CHECKDB (BT111) WITH no_infomsgs executed by IA\sqlexec found 6 errors an,Hardware,Database Corruption/Integrity Issue,Significant / Large,Medium,High,Not Solved (Not Reproducible),Closed,Aaron Gomer Lavian,No Parent Incident,No action taken. For monitoring.,2023-09-26 00:02,11787,2023-09-26 03:18,Done
INC-0536787,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check Compatibility of client and server. Update client or server if necessary. Check firewall settings. Reconfigure network configurations if necessary.,2023-09-26 00:05,153,2023-09-26 00:07,Done
